StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,Q129,1-1-1-state_1,2-1-1-state_1,3-1-1-state_1,4-1-1-state_1,5-1-1-state_1,6-1-1-state_1,7-1-1-state_1,8-1-1-state_1,9-1-1-state_1,10-1-1-state_1,11-1-1-state_1,12-1-1-state_1,1-1-2-state_1,2-1-2-state_1,3-1-2-state_1,4-1-2-state_1,5-1-2-state_1,6-1-2-state_1,7-1-2-state_1,8-1-2-state_1,9-1-2-state_1,10-1-2-state_1,11-1-2-state_1,12-1-2-state_1,1-1-3-state_1,2-1-3-state_1,3-1-3-state_1,4-1-3-state_1,5-1-3-state_1,6-1-3-state_1,7-1-3-state_1,8-1-3-state_1,9-1-3-state_1,10-1-3-state_1,11-1-3-state_1,12-1-3-state_1,1-2-1-state_1,2-2-1-state_1,3-2-1-state_1,4-2-1-state_1,5-2-1-state_1,6-2-1-state_1,7-2-1-state_1,8-2-1-state_1,9-2-1-state_1,10-2-1-state_1,11-2-1-state_1,12-2-1-state_1,1-2-2-state_1,2-2-2-state_1,3-2-2-state_1,4-2-2-state_1,5-2-2-state_1,6-2-2-state_1,7-2-2-state_1,8-2-2-state_1,9-2-2-state_1,10-2-2-state_1,11-2-2-state_1,12-2-2-state_1,1-2-3-state_1,2-2-3-state_1,3-2-3-state_1,4-2-3-state_1,5-2-3-state_1,6-2-3-state_1,7-2-3-state_1,8-2-3-state_1,9-2-3-state_1,10-2-3-state_1,11-2-3-state_1,12-2-3-state_1,1-3-1-state_1,2-3-1-state_1,3-3-1-state_1,4-3-1-state_1,5-3-1-state_1,6-3-1-state_1,7-3-1-state_1,8-3-1-state_1,9-3-1-state_1,10-3-1-state_1,11-3-1-state_1,12-3-1-state_1,1-3-2-state_1,2-3-2-state_1,3-3-2-state_1,4-3-2-state_1,5-3-2-state_1,6-3-2-state_1,7-3-2-state_1,8-3-2-state_1,9-3-2-state_1,10-3-2-state_1,11-3-2-state_1,12-3-2-state_1,1-3-3-state_1,2-3-3-state_1,3-3-3-state_1,4-3-3-state_1,5-3-3-state_1,6-3-3-state_1,7-3-3-state_1,8-3-3-state_1,9-3-3-state_1,10-3-3-state_1,11-3-3-state_1,12-3-3-state_1,1-4-1-state_1,2-4-1-state_1,3-4-1-state_1,4-4-1-state_1,5-4-1-state_1,6-4-1-state_1,7-4-1-state_1,8-4-1-state_1,9-4-1-state_1,10-4-1-state_1,11-4-1-state_1,12-4-1-state_1,1-4-2-state_1,2-4-2-state_1,3-4-2-state_1,4-4-2-state_1,5-4-2-state_1,6-4-2-state_1,7-4-2-state_1,8-4-2-state_1,9-4-2-state_1,10-4-2-state_1,11-4-2-state_1,12-4-2-state_1,1-4-3-state_1,2-4-3-state_1,3-4-3-state_1,4-4-3-state_1,5-4-3-state_1,6-4-3-state_1,7-4-3-state_1,8-4-3-state_1,9-4-3-state_1,10-4-3-state_1,11-4-3-state_1,12-4-3-state_1,Check1,Check2,Check3,Check4,Q1232,Q1233,Q1233_3_TEXT,Q1234,Q1234_9_TEXT,Q1235,Q1236,Q1237,Face1,Face2,Face3,Face4,Face5,Face6,Face7,Face8,Face9,Face10,Face11,Face12,1-1,1-2,1-3,2-1,2-2,2-3,3-1,3-2,3-3,4-1,4-2,4-3
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,"Consent Statement
By answering the following questions, you are participating in a study being performed by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact Michael C. Frank at mcfrank@stanford.edu. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you.",Please enter your unique Prolific worker ID:,How do you think Casey's salad tasted from 1 to 6 stars?,How do you think Emerson's steak tasted from 1 to 6 stars?,How do you think Riley's soup tasted from 1 to 6 stars?,How do you think Tracy's bread tasted from 1 to 6 stars?,How do you think Jackie's baked potato tasted from 1 to 6 stars?,How do you think Quinn's taco tasted from 1 to 6 stars?,How do you think Jordan's sandwich tasted from 1 to 6 stars?,How do you think Robin's pasta tasted from 1 to 6 stars?,How do you think Corey's fried rice tasted from 1 to 6 stars?,How do you think Dana's eggs tasted from 1 to 6 stars?,How do you think Frances' bagel tasted from 1 to 6 stars?,How do you think Jesse's mac and cheese tasted from 1 to 6 stars?,How do you think Casey's salad tasted from 1 to 6 stars?,How do you think Emerson's steak tasted from 1 to 6 stars?,How do you think Riley's soup tasted from 1 to 6 stars?,How do you think Tracy's bread tasted from 1 to 6 stars?,How do you think Jackie's baked potato tasted from 1 to 6 stars?,How do you think Quinn's taco tasted from 1 to 6 stars?,How do you think Jordan's sandwich tasted from 1 to 6 stars?,How do you think Robin's pasta tasted from 1 to 6 stars?,How do you think Corey's fried rice tasted from 1 to 6 stars?,How do you think Dana's eggs tasted from 1 to 6 stars?,How do you think Frances' bagel tasted from 1 to 6 stars?,How do you think Jesse's mac and cheese tasted from 1 to 6 stars?,How do you think Casey's salad tasted from 1 to 6 stars?,How do you think Emerson's steak tasted from 1 to 6 stars?,How do you think Riley's soup tasted from 1 to 6 stars?,How do you think Tracy's bread tasted from 1 to 6 stars?,How do you think Jackie's baked potato tasted from 1 to 6 stars?,How do you think Quinn's taco tasted from 1 to 6 stars?,How do you think Jordan's sandwich tasted from 1 to 6 stars?,How do you think Robin's pasta tasted from 1 to 6 stars?,How do you think Corey's fried rice tasted from 1 to 6 stars?,How do you think Dana's eggs tasted from 1 to 6 stars?,How do you think Frances' bagel tasted from 1 to 6 stars?,How do you think Jesse's mac and cheese tasted from 1 to 6 stars?,How do you think Casey's salad tasted from 1 to 6 stars?,How do you think Emerson's steak tasted from 1 to 6 stars?,How do you think Riley's soup tasted from 1 to 6 stars?,How do you think Tracy's bread tasted from 1 to 6 stars?,How do you think Jackie's baked potato tasted from 1 to 6 stars?,How do you think Quinn's taco tasted from 1 to 6 stars?,How do you think Jordan's sandwich tasted from 1 to 6 stars?,How do you think Robin's pasta tasted from 1 to 6 stars?,How do you think Corey's fried rice tasted from 1 to 6 stars?,How do you think Dana's eggs tasted from 1 to 6 stars?,How do you think Frances' bagel tasted from 1 to 6 stars?,How do you think Jesse's mac and cheese tasted from 1 to 6 stars?,How do you think Casey's salad tasted from 1 to 6 stars?,How do you think Emerson's steak tasted from 1 to 6 stars?,How do you think Riley's soup tasted from 1 to 6 stars?,How do you think Tracy's bread tasted from 1 to 6 stars?,How do you think Jackie's baked potato tasted from 1 to 6 stars?,How do you think Quinn's taco tasted from 1 to 6 stars?,How do you think Jordan's sandwich tasted from 1 to 6 stars?,How do you think Robin's pasta tasted from 1 to 6 stars?,How do you think Corey's fried rice tasted from 1 to 6 stars?,How do you think Dana's eggs tasted from 1 to 6 stars?,How do you think Frances' bagel tasted from 1 to 6 stars?,How do you think Jesse's mac and cheese tasted from 1 to 6 stars?,How do you think Casey's salad tasted from 1 to 6 stars?,How do you think Emerson's steak tasted from 1 to 6 stars?,How do you think Riley's soup tasted from 1 to 6 stars?,How do you think Tracy's bread tasted from 1 to 6 stars?,How do you think Jackie's baked potato tasted from 1 to 6 stars?,How do you think Quinn's taco tasted from 1 to 6 stars?,How do you think Jordan's sandwich tasted from 1 to 6 stars?,How do you think Robin's pasta tasted from 1 to 6 stars?,How do you think Corey's fried rice tasted from 1 to 6 stars?,How do you think Dana's eggs tasted from 1 to 6 stars?,How do you think Frances' bagel tasted from 1 to 6 stars?,How do you think Jesse's mac and cheese tasted from 1 to 6 stars?,How do you think Casey's salad tasted from 1 to 6 stars?,How do you think Emerson's steak tasted from 1 to 6 stars?,How do you think Riley's soup tasted from 1 to 6 stars?,How do you think Tracy's bread tasted from 1 to 6 stars?,How do you think Jackie's baked potato tasted from 1 to 6 stars?,How do you think Quinn's taco tasted from 1 to 6 stars?,How do you think Jordan's sandwich tasted from 1 to 6 stars?,How do you think Robin's pasta tasted from 1 to 6 stars?,How do you think Corey's fried rice tasted from 1 to 6 stars?,How do you think Dana's eggs tasted from 1 to 6 stars?,How do you think Frances' bagel tasted from 1 to 6 stars?,How do you think Jesse's mac and cheese tasted from 1 to 6 stars?,How do you think Casey's salad tasted from 1 to 6 stars?,How do you think Emerson's steak tasted from 1 to 6 stars?,How do you think Riley's soup tasted from 1 to 6 stars?,How do you think Tracy's bread tasted from 1 to 6 stars?,How do you think Jackie's baked potato tasted from 1 to 6 stars?,How do you think Quinn's taco tasted from 1 to 6 stars?,How do you think Jordan's sandwich tasted from 1 to 6 stars?,How do you think Robin's pasta tasted from 1 to 6 stars?,How do you think Corey's fried rice tasted from 1 to 6 stars?,How do you think Dana's eggs tasted from 1 to 6 stars?,How do you think Frances' bagel tasted from 1 to 6 stars?,How do you think Jesse's mac and cheese tasted from 1 to 6 stars?,How do you think Casey's salad tasted from 1 to 6 stars?,How do you think Emerson's steak tasted from 1 to 6 stars?,How do you think Riley's soup tasted from 1 to 6 stars?,How do you think Tracy's bread tasted from 1 to 6 stars?,How do you think Jackie's baked potato tasted from 1 to 6 stars?,How do you think Quinn's taco tasted from 1 to 6 stars?,How do you think Jordan's sandwich tasted from 1 to 6 stars?,How do you think Robin's pasta tasted from 1 to 6 stars?,How do you think Corey's fried rice tasted from 1 to 6 stars?,How do you think Dana's eggs tasted from 1 to 6 stars?,How do you think Frances' bagel tasted from 1 to 6 stars?,How do you think Jesse's mac and cheese tasted from 1 to 6 stars?,How do you think Casey's salad tasted from 1 to 6 stars?,How do you think Emerson's steak tasted from 1 to 6 stars?,How do you think Riley's soup tasted from 1 to 6 stars?,How do you think Tracy's bread tasted from 1 to 6 stars?,How do you think Jackie's baked potato tasted from 1 to 6 stars?,How do you think Quinn's taco tasted from 1 to 6 stars?,How do you think Jordan's sandwich tasted from 1 to 6 stars?,How do you think Robin's pasta tasted from 1 to 6 stars?,How do you think Corey's fried rice tasted from 1 to 6 stars?,How do you think Dana's eggs tasted from 1 to 6 stars?,How do you think Frances' bagel tasted from 1 to 6 stars?,How do you think Jesse's mac and cheese tasted from 1 to 6 stars?,How do you think Casey's salad tasted from 1 to 6 stars?,How do you think Emerson's steak tasted from 1 to 6 stars?,How do you think Riley's soup tasted from 1 to 6 stars?,How do you think Tracy's bread tasted from 1 to 6 stars?,How do you think Jackie's baked potato tasted from 1 to 6 stars?,How do you think Quinn's taco tasted from 1 to 6 stars?,How do you think Jordan's sandwich tasted from 1 to 6 stars?,How do you think Robin's pasta tasted from 1 to 6 stars?,How do you think Corey's fried rice tasted from 1 to 6 stars?,How do you think Dana's eggs tasted from 1 to 6 stars?,How do you think Frances' bagel tasted from 1 to 6 stars?,How do you think Jesse's mac and cheese tasted from 1 to 6 stars?,How do you think Casey's salad tasted from 1 to 6 stars?,How do you think Emerson's steak tasted from 1 to 6 stars?,How do you think Riley's soup tasted from 1 to 6 stars?,How do you think Tracy's bread tasted from 1 to 6 stars?,How do you think Jackie's baked potato tasted from 1 to 6 stars?,How do you think Quinn's taco tasted from 1 to 6 stars?,How do you think Jordan's sandwich tasted from 1 to 6 stars?,How do you think Robin's pasta tasted from 1 to 6 stars?,How do you think Corey's fried rice tasted from 1 to 6 stars?,How do you think Dana's eggs tasted from 1 to 6 stars?,How do you think Frances' bagel tasted from 1 to 6 stars?,How do you think Jesse's mac and cheese tasted from 1 to 6 stars?,"Just to check, the letters ""S"" are forming what letter in the image below?","Just to check, the letters ""U"" are forming what letter in the image below?","Just to check, the letters ""L"" are forming what letter in the image below?","Just to check, the letters ""O"" are forming what letter in the image below?",Age:,Gender: - Selected Choice,Gender: - Other (please specify) - Text,Race: - Selected Choice,Race: - Other (please specify) - Text,Native language:,Was there anything about this survey that was unclear? Did you have any difficulties while completing the survey?,Do you have any other feedback or anything else you want to let us know?,Face1,Face2,Face3,Face4,Face5,Face6,Face7,Face8,Face9,Face10,Face11,Face12,1-1,1-2,1-3,2-1,2-2,2-3,3-1,3-2,3-3,4-1,4-2,4-3
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID358""}","{""ImportId"":""QID150_TEXT""}","{""ImportId"":""QID367_1""}","{""ImportId"":""QID437_1""}","{""ImportId"":""QID509_1""}","{""ImportId"":""QID581_1""}","{""ImportId"":""QID653_1""}","{""ImportId"":""QID725_1""}","{""ImportId"":""QID797_1""}","{""ImportId"":""QID869_1""}","{""ImportId"":""QID941_1""}","{""ImportId"":""QID1013_1""}","{""ImportId"":""QID1085_1""}","{""ImportId"":""QID1157_1""}","{""ImportId"":""QID371_1""}","{""ImportId"":""QID443_1""}","{""ImportId"":""QID515_1""}","{""ImportId"":""QID587_1""}","{""ImportId"":""QID659_1""}","{""ImportId"":""QID731_1""}","{""ImportId"":""QID803_1""}","{""ImportId"":""QID875_1""}","{""ImportId"":""QID947_1""}","{""ImportId"":""QID1019_1""}","{""ImportId"":""QID1091_1""}","{""ImportId"":""QID1163_1""}","{""ImportId"":""QID377_1""}","{""ImportId"":""QID449_1""}","{""ImportId"":""QID521_1""}","{""ImportId"":""QID593_1""}","{""ImportId"":""QID665_1""}","{""ImportId"":""QID737_1""}","{""ImportId"":""QID809_1""}","{""ImportId"":""QID881_1""}","{""ImportId"":""QID953_1""}","{""ImportId"":""QID1025_1""}","{""ImportId"":""QID1097_1""}","{""ImportId"":""QID1169_1""}","{""ImportId"":""QID383_1""}","{""ImportId"":""QID455_1""}","{""ImportId"":""QID527_1""}","{""ImportId"":""QID599_1""}","{""ImportId"":""QID1230_1""}","{""ImportId"":""QID743_1""}","{""ImportId"":""QID815_1""}","{""ImportId"":""QID887_1""}","{""ImportId"":""QID959_1""}","{""ImportId"":""QID1031_1""}","{""ImportId"":""QID1103_1""}","{""ImportId"":""QID1175_1""}","{""ImportId"":""QID389_1""}","{""ImportId"":""QID461_1""}","{""ImportId"":""QID533_1""}","{""ImportId"":""QID605_1""}","{""ImportId"":""QID677_1""}","{""ImportId"":""QID749_1""}","{""ImportId"":""QID821_1""}","{""ImportId"":""QID893_1""}","{""ImportId"":""QID965_1""}","{""ImportId"":""QID1037_1""}","{""ImportId"":""QID1109_1""}","{""ImportId"":""QID1181_1""}","{""ImportId"":""QID395_1""}","{""ImportId"":""QID467_1""}","{""ImportId"":""QID539_1""}","{""ImportId"":""QID611_1""}","{""ImportId"":""QID683_1""}","{""ImportId"":""QID755_1""}","{""ImportId"":""QID827_1""}","{""ImportId"":""QID899_1""}","{""ImportId"":""QID971_1""}","{""ImportId"":""QID1043_1""}","{""ImportId"":""QID1115_1""}","{""ImportId"":""QID1187_1""}","{""ImportId"":""QID401_1""}","{""ImportId"":""QID473_1""}","{""ImportId"":""QID545_1""}","{""ImportId"":""QID617_1""}","{""ImportId"":""QID689_1""}","{""ImportId"":""QID761_1""}","{""ImportId"":""QID833_1""}","{""ImportId"":""QID905_1""}","{""ImportId"":""QID977_1""}","{""ImportId"":""QID1049_1""}","{""ImportId"":""QID1121_1""}","{""ImportId"":""QID1193_1""}","{""ImportId"":""QID407_1""}","{""ImportId"":""QID479_1""}","{""ImportId"":""QID551_1""}","{""ImportId"":""QID623_1""}","{""ImportId"":""QID695_1""}","{""ImportId"":""QID767_1""}","{""ImportId"":""QID839_1""}","{""ImportId"":""QID911_1""}","{""ImportId"":""QID983_1""}","{""ImportId"":""QID1055_1""}","{""ImportId"":""QID1127_1""}","{""ImportId"":""QID1199_1""}","{""ImportId"":""QID413_1""}","{""ImportId"":""QID485_1""}","{""ImportId"":""QID557_1""}","{""ImportId"":""QID629_1""}","{""ImportId"":""QID701_1""}","{""ImportId"":""QID773_1""}","{""ImportId"":""QID845_1""}","{""ImportId"":""QID917_1""}","{""ImportId"":""QID989_1""}","{""ImportId"":""QID1061_1""}","{""ImportId"":""QID1133_1""}","{""ImportId"":""QID1205_1""}","{""ImportId"":""QID419_1""}","{""ImportId"":""QID491_1""}","{""ImportId"":""QID563_1""}","{""ImportId"":""QID635_1""}","{""ImportId"":""QID707_1""}","{""ImportId"":""QID779_1""}","{""ImportId"":""QID851_1""}","{""ImportId"":""QID923_1""}","{""ImportId"":""QID995_1""}","{""ImportId"":""QID1067_1""}","{""ImportId"":""QID1139_1""}","{""ImportId"":""QID1211_1""}","{""ImportId"":""QID425_1""}","{""ImportId"":""QID497_1""}","{""ImportId"":""QID569_1""}","{""ImportId"":""QID641_1""}","{""ImportId"":""QID713_1""}","{""ImportId"":""QID785_1""}","{""ImportId"":""QID857_1""}","{""ImportId"":""QID929_1""}","{""ImportId"":""QID1001_1""}","{""ImportId"":""QID1073_1""}","{""ImportId"":""QID1145_1""}","{""ImportId"":""QID1217_1""}","{""ImportId"":""QID431_1""}","{""ImportId"":""QID503_1""}","{""ImportId"":""QID575_1""}","{""ImportId"":""QID647_1""}","{""ImportId"":""QID719_1""}","{""ImportId"":""QID791_1""}","{""ImportId"":""QID863_1""}","{""ImportId"":""QID935_1""}","{""ImportId"":""QID1007_1""}","{""ImportId"":""QID1079_1""}","{""ImportId"":""QID1151_1""}","{""ImportId"":""QID1223_1""}","{""ImportId"":""QID1226_TEXT""}","{""ImportId"":""QID1227_TEXT""}","{""ImportId"":""QID1228_TEXT""}","{""ImportId"":""QID1229_TEXT""}","{""ImportId"":""QID1232_TEXT""}","{""ImportId"":""QID1233""}","{""ImportId"":""QID1233_3_TEXT""}","{""ImportId"":""QID1234""}","{""ImportId"":""QID1234_9_TEXT""}","{""ImportId"":""QID1235_TEXT""}","{""ImportId"":""QID1236_TEXT""}","{""ImportId"":""QID1237_TEXT""}","{""ImportId"":""Face1""}","{""ImportId"":""Face2""}","{""ImportId"":""Face3""}","{""ImportId"":""Face4""}","{""ImportId"":""Face5""}","{""ImportId"":""Face6""}","{""ImportId"":""Face7""}","{""ImportId"":""Face8""}","{""ImportId"":""Face9""}","{""ImportId"":""Face10""}","{""ImportId"":""Face11""}","{""ImportId"":""Face12""}","{""ImportId"":""1-1""}","{""ImportId"":""1-2""}","{""ImportId"":""1-3""}","{""ImportId"":""2-1""}","{""ImportId"":""2-2""}","{""ImportId"":""2-3""}","{""ImportId"":""3-1""}","{""ImportId"":""3-2""}","{""ImportId"":""3-3""}","{""ImportId"":""4-1""}","{""ImportId"":""4-2""}","{""ImportId"":""4-3""}"
2021-07-16 15:43:25,2021-07-16 15:44:29,IP Address,71.204.171.245,50,63,False,2021-07-23 15:44:31,R_1gzKpaUdl7a92aI,,,,,,,anonymous,EN,I have read the consent statement and I agree to participate in the study.,test,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,6,,,,,,,,,,,,H,,,,,,,,,,,,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1
2021-07-18 15:04:25,2021-07-18 15:35:03,IP Address,128.12.92.87,50,1838,False,2021-07-25 15:35:06,R_3hDDYvxK8z43fF7,,,,,,,anonymous,EN,I have read the consent statement and I agree to participate in the study.,xx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,4,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,H,,,,,,,,,,,,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1
2021-07-19 13:30:03,2021-07-19 13:37:07,IP Address,130.44.145.164,23,424,False,2021-07-26 13:37:09,R_yqguBHaaE8yDANr,,,,,,,anonymous,EN,I have read the consent statement and I agree to participate in the study.,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2021-07-31 14:37:08,2021-07-31 14:44:15,IP Address,45.46.198.63,100,426,True,2021-07-31 14:44:15,R_AigZ4JUDCLRa39n,,,,,43.0908050537109375,-77.4347991943359375,anonymous,EN,I have read the consent statement and I agree to participate in the study.,6105a2deeb5a26d44bf074c7,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,4,,,,,,,,,,,3,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,,4,,,,,,,,,,,,,,,,,3,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,H,L,O,U,19,Female,,White,,English,No,No,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-07-31 14:48:58,2021-07-31 14:52:21,IP Address,209.205.136.118,100,202,True,2021-07-31 14:52:22,R_3svNUSe2MGp1wxa,,,,,33.168792724609375,-102.27480316162109375,anonymous,EN,I have read the consent statement and I agree to participate in the study.,6105af71ef02a7f222e7b681,,,,,,,,,,6,,,,,,3,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,3,,,,,,,,,2,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,,,,H,L,O,U,23,Male,,"Hispanic, Latino, Latina, or Latinx",,English,No the survey was clear.,No I do not.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-07-31 14:52:43,2021-07-31 14:55:08,IP Address,174.204.72.24,100,145,True,2021-07-31 14:55:09,R_2ztBJYH54JaTGwI,,,,,47.6136932373046875,-122.310394287109375,anonymous,EN,I have read the consent statement and I agree to participate in the study.,60fefcd53cbc5b5066d3fbf1,,5,,,,,,,,,,,,,,6,,,,,,,,,,,,,,6,,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,,,H,L,O,"U ",18,Female,,White,,English,,Thank you!,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-07-31 14:52:26,2021-07-31 14:55:22,IP Address,98.25.49.99,100,175,True,2021-07-31 14:55:22,R_2TRlQhzhcuJqSsl,,,,,34.0258941650390625,-80.9546966552734375,anonymous,EN,I have read the consent statement and I agree to participate in the study.,60fcd8cbdcebde3d58562aeb,,,,,,,,,6,,,,3,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,5,,6,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,H,L,O,U,26,Female,,White,,"English ","I wasn’t sure if I should be rating by facial expression or comment ",,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2021-07-31 14:50:25,2021-07-31 14:55:28,IP Address,107.77.235.54,100,303,True,2021-07-31 14:55:29,R_26hHbHf56pviODk,,,,,33.748504638671875,-84.3871002197265625,anonymous,EN,I have read the consent statement and I agree to participate in the study.,60fd8ea4f4bb93617ed069b3,,,,,,,,,,,6,,,,,,3,,,,,,,,,,,,,5,,,,,,,,4,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,H,L,O,U,19,Female,,White,,English,Nope,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
